Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.840094268321991,0.8443156184525288,0.7631676072725719,0.7870900609889737,535796800
2000-01-04,0.7692660689353943,0.8302438890628115,0.7594155150954095,0.8124197334432826,512377600
2000-01-05,0.7805227041244507,0.829774661148282,0.773018154087292,0.7786465540897917,778321600
2000-01-06,0.7129776477813721,0.803038173150993,0.7129776477813721,0.7964716721362609,767972800
2000-01-07,0.7467506527900696,0.7580083561628793,0.7167307951828656,0.7242353462474191,460734400
2000-01-10,0.733616828918457,0.7673889861737625,0.7111015229990998,0.7655128359341906,505064000
2000-01-11,0.6960914731025696,0.7458124787010934,0.6792054218655661,0.720013925962773,441548800
2000-01-12,0.6543448567390442,0.7167306077542647,0.6491846055869582,0.7129774564274761,976068800
2000-01-13,0.7261111736297607,0.7411211218447079,0.6942151777147119,0.7091074375866951,1032684800
2000-01-14,0.7537863254547119,0.7673891312086438,0.7458127230056502,0.7505030744403045,390376000
2000-01-18,0.7800537943840027,0.7955335996309382,0.7537861878173072,0.7580083400324802,459177600
2000-01-19,0.7997546792030334,0.8161717283663694,0.7758322294828537,0.7927183286048901,597643200
2000-01-20,0.8518210649490356,0.9118607754801239,0.8518210649490356,0.8668309675310674,1831132800
2000-01-21,0.8354038596153259,0.8574493601138709,0.8269604084247622,0.8574493601138709,495924800
2000-01-24,0.7974097728729248,0.8461918351843791,0.788966269822877,0.8138267769430164,440876800
2000-01-25,0.8424392938613892,0.84900669483073,0.7683276955040399,0.7880279945561796,497145600
2000-01-26,0.8269603848457336,0.856980285674758,0.8236771852148589,0.8255532849749379,367158400
2000-01-27,0.8255531191825867,0.8480684661452137,0.8030378223214225,0.8166406200318734,340144000
2000-01-28,0.7626985311508179,0.8321198381168553,0.7551939813219898,0.8119505369088632,423348800
2000-01-31,0.7786465883255005,0.7795846884348155,0.7092253264814362,0.7580082857176111,701680000
2000-02-01,0.7523790001869202,0.7880281578648236,0.7505029001299918,0.7805227556074903,318035200
2000-02-02,0.741590142250061,0.7664506388526223,0.7279872942411312,0.7561318916891152,464195200
2000-02-03,0.7753633856773376,0.7823997376916361,0.7523789811471864,0.7528480312002892,475193600
2000-02-04,0.8105434775352478,0.8255533795681452,0.777708521477309,0.780053721598334,425320000
2000-02-07,0.8560421466827393,0.8574492965908831,0.7950643480249296,0.8105433477248081,441067200
2000-02-08,0.8621405959129333,0.8715211955573505,0.8349348929662456,0.8555731941729023,408643200
2000-02-09,0.845253586769104,0.8790265910176412,0.8438465369134227,0.8565112882529339,299364800
2000-02-10,0.8518210649490356,0.8546352651160396,0.825553409770856,0.8471306645353881,302982400
2000-02-11,0.8161718249320984,0.8565112784869247,0.8124195250214785,0.8527589785763048,212251200
2000-02-14,0.869175910949707,0.8696449608998297,0.8152336135400788,0.8203930126870213,367539200
2000-02-15,0.8930986523628235,0.900135005133861,0.8644858946256189,0.8649549447291667,485744000
2000-02-16,0.8565112352371216,0.8865319376740518,0.8415013349319138,0.8837169363103601,378246400
2000-02-17,0.8621405959129333,0.8668308957351419,0.8490067944624009,0.8644857458240377,289497600
2000-02-18,0.8349348306655884,0.8658927310788641,0.8321197792166243,0.8602643316310091,233441600
2000-02-22,0.8541661500930786,0.8776195532190884,0.8006928438831268,0.8264914470376025,422296000
2000-02-23,0.8724591732025146,0.8930983733401999,0.8330577743786823,0.8498270368129801,473099200
2000-02-24,0.8646026253700256,0.8940366430452236,0.8386871844611812,0.8804337908968863,376432000
2000-02-25,0.8283677101135254,0.8780887762142381,0.8264916098429638,0.8616717214618863,249144000
2000-02-28,0.8499447703361511,0.863078571416303,0.8133576170517243,0.8264914181318761,328328000
2000-02-29,0.8602641224861145,0.8799644175906384,0.8447843744193038,0.8522896734143596,368961600
2000-03-01,0.9779990315437317,0.9911328366780945,0.8893464481046692,0.8898154982590419,1077003200
2000-03-02,0.9156136512756348,0.9601744983613151,0.9057631013986264,0.9531389495798125,311259200
2000-03-03,0.9606435894966125,0.9624029529148886,0.9006038849558838,0.9371901869269409,323366400
2000-03-06,0.9432883262634277,0.9690868728987603,0.9381280758405461,0.9456334756070357,210560000
2000-03-07,0.9221803545951843,0.956422411074342,0.9090465523880535,0.9489170090592777,273011200
2000-03-08,0.9156136512756348,0.930154600407957,0.8898151026317656,0.9221801501113123,271230400
2000-03-09,0.9174902439117432,0.9381285505679328,0.8874703331043997,0.9071706396702409,276718400
2000-03-10,0.9437575340270996,0.9601745842075836,0.9081083321159996,0.9132685834019929,248606400
2000-03-13,0.9104535579681396,0.9493859083576965,0.896850707871151,0.9165518088653769,303956800
2000-03-14,0.857449471950531,0.9324999874738916,0.8555732716892982,0.9097501073783052,428579200
2000-03-15,0.8724591732025146,0.9024798734950291,0.8565111740554691,0.8677688740383251,443609600
2000-03-16,0.9123297333717346,0.9156137848923113,0.8593254785115432,0.8804337311833891,378100800
2000-03-17,0.9381281137466431,0.9381281137466431,0.8977886174811069,0.9015418185306474,305043200
2000-03-20,0.9231182932853699,0.9475096932354078,0.9184278938101365,0.9268713944484981,204489600
2000-03-21,1.0127099752426147,1.0263127280373154,0.9127997039111622,0.9198352546358242,524328000
2000-03-22,1.0821313858032227,1.0835393379077458,0.9873805479579583,0.9965275771986801,567996800
2000-03-23,1.0605545043945312,1.1285686510958888,1.0507039544160062,1.0657138534459043,562564800
2000-03-24,1.0408536195755005,1.0802550260101282,1.0169311653208337,1.0689973238527288,446913600
2000-03-27,1.047420859336853,1.0863532134147798,1.0272507064563965,1.0328800081145326,279182400
2000-03-28,1.0441374778747559,1.0657138762701017,1.029126676696936,1.030064776618345,202966400
2000-03-29,1.0202151536941528,1.0464827563520356,1.0043839890994204,1.0460138065365185,239836800
2000-03-30,0.9437575340270996,1.0333488873719927,0.9414122840882928,1.0023901853385064,414400000
2000-03-31,1.0192774534225464,1.0300652062060123,0.9456339736025711,0.9564226282128703,404633600
2000-04-03,1.000514030456543,1.0469517849897678,0.9714322284847035,1.0169310813765482,328563200
2000-04-04,0.9554845094680786,0.9981691751026953,0.876212629707435,0.9953549744220369,660329600
2000-04-05,0.978468656539917,0.9972308587722305,0.9306238484323192,0.9491514755403238,457665600
2000-04-06,0.9395363330841064,1.0094266961812968,0.9249945787259619,0.9803448909153503,259627200
2000-04-07,0.9887872338294983,0.9897252335062138,0.9418812378176097,0.9550150369444608,242435200
2000-04-10,0.9381281137466431,0.996292609518312,0.9362520142365366,0.9883181595202988,212262400
2000-04-11,0.8963819146156311,0.9371903763910181,0.8860623111876768,0.9268716747898076,541822400
2000-04-12,0.8199241161346436,0.8930985273201758,0.7870900623670575,0.8930985273201758,941136000
2000-04-13,0.8541661500930786,0.9006039063191096,0.814295695448609,0.8368110486241185,529827200
2000-04-14,0.839625358581543,0.8855932190790098,0.818048052529559,0.820393252865284,667620800
2000-04-17,0.9296857714653015,0.9301548215226283,0.8185170500648904,0.8218011519883801,409561600
2000-04-18,0.9522008895874023,0.9522008895874023,0.8959125890622586,0.9268713898279983,390924800
2000-04-19,0.9090467691421509,0.9775299966030528,0.8987271645704357,0.9470411348764236,520150400
2000-04-20,0.892160177230835,0.936251970667688,0.8785573291325834,0.9282783226641936,722120000
2000-04-24,0.9043559432029724,0.9043559432029725,0.8612022511350428,0.8630783504901949,443620800
2000-04-25,0.962988555431366,0.9662726059870678,0.9160825657557218,0.916551615632186,391641600
2000-04-26,0.9104535579681396,0.9606435085779237,0.9006038090945694,0.9503239081054584,366912000
2000-04-27,0.9512621760368347,0.953139177893241,0.874922249958002,0.8794957134819235,326603200
2000-04-28,0.9310927987098694,0.9568914530598358,0.9104536948645721,0.9540772529875197,249580800
2000-05-01,0.93296879529953,0.9390670457829351,0.9146756470962913,0.937190044385358,226195200
2000-05-02,0.8846549391746521,0.947509742384343,0.8818407394247112,0.9249944409347269,236432000
2000-05-03,0.8635476231575012,0.9099845762289333,0.8377490709550494,0.8926294252306746,489798400
2000-05-04,0.830712616443634,0.8649546658019607,0.8297745165390533,0.86401656589738,399515200
2000-05-05,0.8490067720413208,0.861202473124159,0.8309472444075243,0.8316507693216859,284076800
2000-05-08,0.82649165391922,0.8532282636152405,0.8255535536324242,0.8412670340451899,184900800
2000-05-09,0.7913112640380859,0.8349348159940236,0.7870899645263718,0.8278984650828118,327140800
2000-05-10,0.7453435063362122,0.7880281648602148,0.7411213542932447,0.7809918126053917,535091200
2000-05-11,0.7716108560562134,0.7823995050849184,0.7429981099027727,0.7608222571289732,499744000
2000-05-12,0.8077293634414673,0.829305819427753,0.7862689424996236,0.7955336594181036,306913600
2000-05-15,0.7580081820487976,0.8110123841218632,0.7514408308625365,0.8110123841218632,678932800
2000-05-16,0.7931874394416809,0.8185169407790928,0.7711419894878025,0.7843926267873597,440451200
2000-05-17,0.7608223557472229,0.7781774553093471,0.7533169549383162,0.7777084053348939,398092800
2000-05-18,0.7561320066452026,0.7875589561652739,0.7551939066958768,0.7730180562404243,373777600
2000-05-19,0.7054728269577026,0.7448742200557065,0.7007816266487904,0.7448742200557065,740667200
2000-05-22,0.6749832034111023,0.7035968049592336,0.6454323536403584,0.7035968049592336,755507200
2000-05-23,0.6440252065658569,0.7007817021753202,0.6426181068491368,0.6792053047601738,517585600
2000-05-24,0.6580969095230103,0.6735758546993771,0.6229168191299858,0.6468392625607181,678462400
2000-05-25,0.6549307107925415,0.6953878504674916,0.6454323733801492,0.6641954250373652,406750400
2000-05-26,0.6482466459274292,0.6745142498385875,0.6398040458010305,0.6604423478013118,181148800
